date,time,city,country,shape,duration (seconds)
10/10/1949,20:30,san marcos,us,cylinder,2700
10/10/1949,21:00,lackland afb,,light,7200
10/10/1955,17:00,chester (uk/england),gb,circle,20
10/10/1956,21:00,edna,us,circle,20
10/10/1960,20:00,kaneohe,us,light,900
10/10/1961,19:00,bristol,us,sphere,300
10/10/1965,21:00,penarth (uk/wales),gb,circle,180
10/10/1965,23:45,norwalk,us,disk,1200
10/10/1966,20:00,pell city,us,disk,180
10/10/1966,21:00,live oak,us,disk,120
10/10/1968,13:00,hawthorne,us,circle,300
10/10/1968,19:00,brevard,us,fireball,180
10/10/1970,16:00,bellmore,us,disk,1800
10/10/1970,19:00,manchester,us,unknown,180
10/10/1971,21:00,lexington,us,oval,30
10/10/1972,19:00,harlan county,us,circle,1200
10/10/1972,22:30,west bloomfield,us,disk,120
10/10/1973,19:00,niantic,us,disk,1800
10/10/1973,23:00,bermuda nas,,light,20
10/10/1974,19:30,hudson,us,other,2700
10/10/1974,21:30,cardiff (uk/wales),gb,disk,1200
10/10/1974,23:00,hudson,us,light,1200
10/10/1975,17:00,north charleston,us,light,360
10/10/1976,20:30,washougal,us,oval,60
10/10/1976,22:00,stoke mandeville (uk/england),gb,cigar,3
10/10/1977,12:00,san antonio,us,other,30
10/10/1977,22:00,louisville,us,light,30
10/10/1978,02:00,elmont,us,rectangle,300
10/10/1979,00:00,poughkeepsie,us,chevron,900
10/10/1979,22:00,saddle lake (canada),,triangle,270
10/10/1979,22:00,san diego,us,oval,180
10/10/1979,22:00,security,us,unknown,1800
10/10/1980,19:00,houston,us,sphere,180
10/10/1980,22:00,dallas,us,unknown,300
10/10/1980,23:30,manchester,us,light,300
10/10/1982,07:00,gisborne (new zealand),,disk,120
10/10/1984,05:00,houston,us,circle,60
10/10/1984,12:00,traverse city,us,other,120
10/10/1984,22:00,white plains,us,formation,20
10/10/1985,20:25,leeds (uk/england),gb,triangle,600
10/10/1986,20:00,holmes/pawling,,chevron,180
10/10/1988,18:00,milwaukee,us,triangle,600
10/10/1988,21:00,new gloucester,us,unknown,120
10/10/1988,22:00,boulder,us,light,60
10/10/1988,22:45,seattle (ballard area),us,unknown,2
10/10/1989,00:00,calabasas,us,disk,300
10/10/1989,21:00,centralia,us,triangle,60
10/10/1989,21:00,kranklin,,triangle,180
10/10/1990,21:00,ashburn,us,triangle,120
10/10/1991,22:00,frisco,us,unknown,1800
10/10/1991,22:00,harrisburg,us,triangle,600
10/10/1992,17:00,panama city,us,formation,3600
10/10/1992,18:00,stafford,us,unknown,10
10/10/1992,20:15,seymour,us,cigar,60
10/10/1992,22:00,weatherford,us,unknown,30
10/10/1993,03:00,zlatoust (russia),,sphere,1200
10/10/1993,22:00,peoria,us,light,8
10/10/1993,23:00,carthage,us,other,60
10/10/1994,15:00,mercedies,,cigar,3600
10/10/1994,18:30,burnt hills,us,rectangle,120
10/10/1994,22:00,pinebergen,us,light,5
10/10/1994,23:00,toronto (greater toronto area) (canada),ca,sphere,3600
10/10/1995,19:45,milwaukee,us,,120
10/10/1995,22:40,oakland,us,,60
10/10/1996,03:20,higginsville,us,triangle,3
10/10/1996,20:00,lake macquarie (nsw&#44 australia),,light,300
10/10/1996,22:00,charleston,us,light,300
10/10/1996,22:30,monroe county,us,cylinder,60
10/10/1997,16:00,connersville,us,delta,14400
10/10/1997,17:00,mesa,us,sphere,30
10/10/1997,20:00,bonaire,us,triangle,300
10/10/1997,21:00,austin,us,other,3600
10/10/1998,02:30,hollywood,us,changing,300
10/10/1998,03:30,phoenix (north part),us,fireball,15
10/10/1998,13:15,elgin,us,cylinder,1800
10/10/1998,17:30,las vegas,us,cigar,600
10/10/1998,17:30,las vegas,us,circle,2700
10/10/1998,20:30,nyc/westchester area,,triangle,60
10/10/1998,20:30,spokane (about 30 miles sw of&#44i-90&#44 maybe mm 254),us,triangle,600
10/10/1998,20:50,mooresville,us,light,2
10/10/1998,22:30,st. john&#39s (canada),ca,egg,7200
10/10/1998,23:50,delano,us,fireball,15
10/10/1999,00:01,martinez,us,changing,3600
10/10/1999,04:00,kansas city,us,unknown,600
10/10/1999,06:00,dallas,us,other,10
10/10/1999,11:00,san diego,us,fireball,3600
10/10/1999,12:40,kennewick,us,sphere,45
10/10/1999,20:35,hayward,us,circle,90
10/10/1999,21:00,rachel,us,light,10800
10/10/1999,21:30,humphrey,us,sphere,300
10/10/1999,22:30,casey key (north end of),,triangle,120
10/10/1999,22:30,elgin,us,chevron,240
10/10/1999,23:45,lewiston,us,oval,2700
10/10/2000,03:00,perryville,us,oval,180
10/10/2000,06:15,boynton beach,us,other,10
10/10/2000,07:30,victoria (canada),ca,cylinder,30
10/10/2000,16:00,jueanu,,triangle,45
10/10/2000,20:20,valley park area of st. louis,,oval,15
10/10/2000,20:30,brinktown,us,light,1800
10/10/2000,21:30,florence,us,light,5
10/10/2000,21:30,seattle (west),us,unknown,10
10/10/2000,22:00,port orchard,us,diamond,60
10/10/2001,03:00,rockwell city,us,triangle,240
10/10/2001,04:33,sydney (nsw&#44 australia),au,formation,180
10/10/2001,20:10,vancouver (canada),ca,other,300
10/10/2001,20:35,hayward,us,circle,120
10/10/2001,21:15,ottumwa,us,rectangle,300
10/10/2001,21:30,fresno,us,changing,900
10/10/2001,22:00,phoenix,us,triangle,60
10/10/2001,23:00,virginia beach,us,triangle,30
10/10/2002,00:01,hayward,us,flash,43
10/10/2002,02:00,philomath,us,unknown,5
10/10/2002,04:00,adelaide (pt. wakefield) (south australia),au,circle,600
10/10/2002,06:00,seattle,us,sphere,90
10/10/2002,19:45,victoria (canada),ca,unknown,120
10/10/2002,20:30,cincinnati,us,other,1800
10/10/2002,21:00,portland,us,circle,120
10/10/2003,09:00,new buffulo,,light,120
10/10/2003,12:00,alhambra,us,oval,300
10/10/2003,18:00,indianapolis,us,sphere,1800
10/10/2003,19:15,centreville,us,other,600
10/10/2003,20:05,grand view,us,light,15
10/10/2003,20:25,temperance,us,oval,18000
10/10/2003,21:10,crescent beach,us,formation,37800
10/10/2003,22:00,albuquerque,us,light,180
10/10/2003,23:00,bickerton (near wetherby) (uk/england),,unknown,2700
10/10/2003,23:25,gleason,us,sphere,1800
10/10/2004,02:50,mahwah,us,triangle,180
10/10/2004,03:30,worthington st. forest,,other,2700
10/10/2004,03:50,portage la prairie (canada),ca,changing,1200
10/10/2004,04:18,terre haute,us,sphere,5
10/10/2004,08:30,indianapolis,us,oval,15
10/10/2004,09:45,nobel (canada),ca,unknown,300
10/10/2004,14:00,morgantown,us,circle,10
10/10/2004,15:00,berkeley,us,unknown,180
10/10/2004,15:00,rock island,us,sphere,3600
10/10/2004,15:20,kedainiai (lithuania),,oval,240
10/10/2004,19:00,chateauqua,,formation,1200
10/10/2004,19:00,ripley,us,circle,900
10/10/2004,21:00,faribault,us,flash,900
10/10/2004,21:00,mansfield,us,light,7200
10/10/2004,22:00,columbia,us,light,60
10/10/2004,23:30,gleason,us,sphere,3000
10/10/2005,07:40,seattle,us,other,60
10/10/2005,09:00,apache junction,us,other,30
10/10/2005,09:30,north miami beach,us,oval,1800
10/10/2005,14:45,los angeles,us,egg,10
10/10/2005,20:00,loretto,us,triangle,300
10/10/2005,20:00,newtown (uk/wales),gb,formation,360
10/10/2005,21:00,lewisburg,us,unknown,240
10/10/2005,21:30,north miami beach,us,other,3600
10/10/2005,22:08,east wenatchee,us,light,1200
10/10/2005,23:00,hendersonville,us,light,600
10/10/2005,23:07,brainerd,us,disk,300
10/10/2006,01:00,pennington,us,diamond,3600
10/10/2006,05:00,san francisco,us,triangle,600
10/10/2006,12:37,blairsville,us,unknown,10
10/10/2006,16:00,savannah,us,light,600
10/10/2006,16:00,waynesboro,us,triangle,600
10/10/2006,19:00,unsure,,fireball,2
10/10/2006,20:00,bray,us,other,360
10/10/2006,21:47,plymouth (devonshire) (uk/england),gb,formation,120
10/10/2006,22:40,waycross,us,light,120
10/10/2006,22:50,wolfforth,us,disk,300
10/10/2006,23:00,lyndhurst,us,unknown,300
10/10/2007,01:00,lebanon,us,light,14400
10/10/2007,01:00,stockbridge,us,changing,3600
10/10/2007,04:00,denver,us,changing,2700
10/10/2007,04:30,jacksonville,us,sphere,30
10/10/2007,06:00,indio,us,oval,600
10/10/2007,13:00,owego,us,triangle,10800
10/10/2007,18:33,downingtown,us,circle,120
10/10/2007,19:00,austin,us,flash,3
10/10/2007,20:10,starrsville (covington),us,sphere,60
10/10/2007,20:24,west palm beach florida,,fireball,180
10/10/2007,20:30,conyers,us,unknown,3600
10/10/2007,20:55,vero beach,us,unknown,30
10/10/2007,21:00,jensen beach,us,oval,120
10/10/2007,21:43,houston,us,formation,35
10/10/2007,22:00,duluth,us,light,600
10/10/2007,22:00,fleming,us,circle,600
10/10/2007,22:00,grove city,us,unknown,3600
10/10/2007,22:00,van alstyne,us,other,4
10/10/2007,23:05,northglenn,us,triangle,15
10/10/2007,23:20,stord (norway),,light,600
10/10/2008,02:00,london (canada),ca,other,120
10/10/2008,02:00,north branch,us,light,300
10/10/2008,02:00,slingerlands,us,circle,240
10/10/2008,04:00,carlin,us,disk,600
10/10/2008,04:50,evansville,us,formation,600
10/10/2008,06:00,albany,us,oval,45
10/10/2008,10:22,fremont,us,triangle,60
10/10/2008,18:00,yuma,us,triangle,900
10/10/2008,19:00,south bend,us,light,600
10/10/2008,20:00,la crescent,us,formation,10
10/10/2008,20:00,moon township,,unknown,120
10/10/2008,20:00,philadelphia,us,oval,60
10/10/2008,20:00,seattle,us,light,180
10/10/2008,20:40,pueblo,us,light,300
10/10/2008,21:30,cincinnati,us,oval,900
10/10/2008,22:00,san diego,us,disk,30
10/10/2008,22:30,madison,us,circle,20
10/10/2008,23:15,coldwater,us,sphere,60
10/10/2009,12:00,crested butte,us,egg,60
10/10/2009,12:42,tulsa,us,unknown,6
10/10/2009,16:24,eagar,us,unknown,180
10/10/2009,19:30,suffolk,us,unknown,900
10/10/2009,20:30,anaheim,us,light,300
10/10/2009,20:45,wilmington,us,light,600
10/10/2009,21:00,leesburg,us,disk,300
10/10/2009,23:00,michigan city,us,changing,900
10/10/2009,23:23,cupertino,us,light,180
10/10/2010,01:00,orchard park,us,light,7200
10/10/2010,02:30,harrisburg,us,circle,240
10/10/2010,03:00,euclid,us,circle,180
10/10/2010,08:30,starr,us,formation,600
10/10/2010,12:00,greenwich,us,light,240
10/10/2010,13:00,north charleston,us,light,180
10/10/2010,15:00,san francisco airport,,triangle,300
10/10/2010,16:30,springfield,us,cigar,15
10/10/2010,17:10,bridgeport,us,light,600
10/10/2010,18:30,clackamas,us,triangle,120
10/10/2010,20:00,san angelo,us,oval,60
10/10/2010,20:20,windsor,us,fireball,5
10/10/2010,20:45,sterling,us,cylinder,600
10/10/2010,21:00,everett,us,other,30
10/10/2010,21:00,kykotsmovi,us,disk,7200
10/10/2010,21:30,albany,us,circle,10
10/10/2010,22:30,garden grove,us,egg,7200
10/10/2010,23:00,miami,us,changing,1200
10/10/2011,00:00,troy,us,triangle,7200
10/10/2011,01:00,farmington,us,circle,300
10/10/2011,02:00,prescott valley,us,other,300
10/10/2011,10:30,ashville,us,circle,60
10/10/2011,14:00,epsom (surrey) (uk/england),gb,oval,300
10/10/2011,14:30,north kingstown,us,oval,40
10/10/2011,15:00,groton,us,disk,5
10/10/2011,18:15,peabody-saugus,,flash,2700
10/10/2011,19:00,mechanicsville,us,light,300
10/10/2011,19:30,murfeesboro/smyrna,,,2700
10/10/2011,20:00,hamilton (canada),ca,flash,4
10/10/2011,20:00,middletown,us,fireball,1200
10/10/2011,21:00,lakewood,us,fireball,60
10/10/2011,21:00,york,us,circle,15
10/10/2011,21:55,north platte,us,circle,3
10/10/2011,23:00,waynesville,us,triangle,90
10/10/2012,10:15,bridgeport,us,circle,630
10/10/2012,15:00,san francisco airport,,triangle,300
10/10/2012,18:56,san diego,us,sphere,240
10/10/2012,19:09,sterling heights,us,oval,120
10/10/2012,19:40,syracuse,us,light,900
10/10/2012,19:45,syracuse,us,circle,240
10/10/2012,20:00,colorado springs,us,light,20
10/10/2012,20:00,moundville,us,changing,240
10/10/2012,20:15,new york city (bronx),us,disk,1800
10/10/2012,20:17,mount albert (canada),,triangle,30
10/10/2012,20:30,las cruces,us,fireball,120
10/10/2012,20:30,marion,us,light,240
10/10/2012,20:30,san jose,us,other,6
10/10/2012,20:45,phoenix,us,sphere,300
10/10/2012,20:48,yakima,us,light,240
10/10/2012,21:00,austin,us,changing,1200
10/10/2012,21:00,bean station,us,cigar,180
10/10/2012,21:00,rochester,us,light,600
10/10/2012,23:01,suffern,us,cylinder,20
10/10/2012,23:20,rancho mirage,us,rectangle,5
10/10/2013,00:00,clifton,,light,60
10/10/2013,02:32,palm harbor,us,chevron,5
10/10/2013,05:00,aurburn,,triangle,600
10/10/2013,17:00,st. louis county,us,light,10800
10/10/2013,17:10,ottawa (canada),ca,light,10
10/10/2013,19:00,rittman,us,light,60
10/10/2013,19:15,harvey station (canada),ca,light,120
10/10/2013,19:20,essex junction,us,light,120
10/10/2013,19:20,kenner,us,circle,600
10/10/2013,20:00,drexel,us,circle,300
10/10/2013,20:00,hudson,us,light,5
10/10/2013,20:30,grand blanc,us,light,1200
10/10/2013,20:30,savage,us,circle,60
10/10/2013,20:32,warren,us,sphere,45
10/10/2013,20:35,canton,us,triangle,180
10/10/2013,21:17,lost creek,us,triangle,45
10/10/2013,21:30,hudson,us,light,1
10/11/1973,16:45,jupiter,us,egg,14400
10/11/1978,23:00,brighton,us,circle,300
10/11/1986,20:30,alice springs  (nt&#44 australia),au,,20
10/11/1987,21:30,minnetonka,us,light,30
10/11/1987,23:59,otto,us,fireball,60
10/11/1989,21:00,kewanee,us,sphere,180
10/11/1989,21:00,kewanee,us,sphere,300
10/11/1992,10:00,albuquerque,us,sphere,900
10/11/1994,02:00,jackson,us,triangle,300
10/11/1994,04:00,riverside,us,chevron,4
10/11/1995,18:30,new york city (brooklyn),us,,720
10/11/1995,20:00,huntington,us,,120
10/11/1996,22:00,damascus,us,light,60
10/11/1997,22:00,hafnarfjordur (iceland),,sphere,300
10/11/1998,02:15,montara,us,other,3600
10/11/1998,14:05,vega baja (puerto rico),us,cigar,120
10/11/1998,14:30,mount carmel,us,light,10
10/11/1998,20:30,highland,us,sphere,14400
10/11/1998,22:40,bar harbor (bar island crossover),us,sphere,30
10/11/1998,22:45,elk grove,us,fireball,4
10/11/1999,00:15,montgomery,us,light,180
10/11/1999,04:30,los angeles,us,light,300
10/11/1999,06:10,somerset?,,unknown,120
10/11/1999,07:40,three rivers,us,oval,600
10/11/1999,09:10,canby,us,light,10
10/11/1999,18:00,parry sound (near) (canada),ca,disk,6
10/11/1999,20:15,portville,us,oval,30
10/11/1999,20:15,portville,us,oval,30
10/11/1999,20:15,portville,us,oval,60
10/11/1999,20:15,portville,us,oval,60
10/11/1999,20:35,kirbyville (due south of),us,other,5400
10/11/1999,21:00,winnemucca,us,cigar,2
10/11/1999,21:10,ashland,us,triangle,45
10/11/1999,21:30,augusta,us,light,600
10/11/1999,21:30,montgomery,us,light,3600
10/11/1999,21:45,eureka springs,us,light,900
10/11/1999,22:15,parker&#39s lake,,disk,900
10/11/1999,22:30,addison (i-355 and us 20 (lake st.),us,disk,600
10/11/2000,19:30,london (uk/england),gb,diamond,3
10/11/2000,20:00,watertown,us,light,30
10/11/2000,22:00,elverta,us,light,30
10/11/2000,22:09,dolgellau (uk/wales),gb,changing,240
10/11/2000,23:30,whittier,us,light,1500
10/11/2001,01:00,somerset,us,light,10800
10/11/2001,02:15,fairbanks,us,other,1800
10/11/2001,05:15,denver,us,light,900
10/11/2001,08:15,columbia,us,teardrop,300
10/11/2001,20:35,grass valley,us,triangle,60
10/11/2001,23:49,lima,us,teardrop,300
10/11/2002,06:17,springfield,us,fireball,6
10/11/2002,13:25,reno,us,sphere,600
10/11/2002,16:15,randolph,us,cylinder,300
10/11/2002,20:36,dallas,us,fireball,3
10/11/2003,00:00,san diego,us,,172800
10/11/2003,00:20,austin,us,circle,5
10/11/2003,01:29,new york city (manhattan),us,egg,120
10/11/2003,03:00,truckee,us,sphere,3
10/11/2003,07:00,fort knox,,fireball,3
10/11/2003,11:32,newaygo,us,circle,40
10/11/2003,13:00,nebraska (above?&#44 or above south dakota),,cigar,2
10/11/2003,19:05,placerville,us,light,600
10/11/2003,20:00,frederick,us,unknown,10
10/11/2003,20:30,bloomington,us,disk,180
10/11/2003,22:40,independence,us,chevron,600
10/11/2004,01:00,honolulu,us,triangle,3
10/11/2004,02:37,los angeles,us,rectangle,20
10/11/2004,03:40,dallas,us,light,20
10/11/2004,04:15,pitman,us,other,7200
10/11/2004,05:00,san jose,us,light,15
10/11/2004,10:00,nuevo laredo (mexico),,light,1200
10/11/2004,11:00,salinas,us,formation,2700
10/11/2004,14:00,arroyo grande,us,circle,60
10/11/2004,18:00,fresno,us,rectangle,120
10/11/2004,19:00,strongsvilles,,light,5
10/11/2004,22:29,laredo,us,fireball,1351
10/11/2004,23:00,lake worth,us,formation,7200
10/11/2004,23:15,williamsville,us,light,540
10/11/2005,00:00,cannock (uk/england),gb,formation,180
10/11/2005,00:00,holiday,us,light,180
10/11/2005,03:00,eagan,us,circle,7200
10/11/2005,03:20,siloam sprngs,,circle,180
10/11/2005,16:00,canyonlands np,,formation,600
10/11/2005,16:36,lake point,us,light,720
10/11/2005,18:33,pearl harbor,,light,2
10/11/2005,18:45,peoria,us,light,5400
10/11/2005,19:00,buckeye,us,formation,1800
10/11/2005,19:00,casa grande,us,light,1800
10/11/2005,19:30,tempe,us,triangle,3
10/11/2005,19:45,mobile,us,light,1800
10/11/2005,21:00,little ferry,us,oval,300
10/11/2005,21:00,wall lake,us,light,10
10/11/2005,21:50,rotherham (south yorkshire) (uk/england),gb,oval,3600
10/11/2006,01:25,nashville,us,disk,13
10/11/2006,02:00,calumet city,,circle,420
10/11/2006,05:40,york,,disk,30
10/11/2006,09:00,littlerock,,oval,600
10/11/2006,11:29,lynnwood,us,unknown,120
10/11/2006,19:00,monterey park,us,fireball,120
10/11/2006,19:30,two harbors,us,light,600
10/11/2006,20:45,pensacola,us,diamond,3600
10/11/2006,21:00,milton,us,light,900
10/11/2006,21:20,kidlington (uk/england),gb,formation,5
10/11/2006,21:32,la crescenta,us,circle,3
10/11/2006,22:00,enid,us,light,60
10/11/2006,23:00,pampa,us,triangle,60
10/11/2006,24:00,rome,us,oval,120
10/11/2007,04:40,melbourne,us,oval,360
10/11/2007,10:10,carlton,us,cylinder,900
10/11/2007,16:00,clackamas,us,circle,900
10/11/2007,19:28,brassall (australia),,unknown,3600
10/11/2007,19:50,seattle,us,triangle,10
10/11/2007,20:15,tega cay,us,light,1800
10/11/2007,20:30,gulf shores,us,disk,1800
10/11/2007,23:00,london (uk/england),gb,unknown,300
10/11/2008,00:00,klagenfurt (austria),,chevron,60
10/11/2008,04:30,brownsville,us,disk,3
10/11/2008,06:00,concord,us,light,180
10/11/2008,13:00,salisbury,us,sphere,20
10/11/2008,17:30,bellmere (australia),,cylinder,240
10/11/2008,19:00,bridgeport,us,circle,7200
10/11/2008,19:00,dover,us,sphere,7200
10/11/2008,19:00,riverside,us,light,60
10/11/2008,19:30,naples,us,triangle,30
10/11/2008,20:30,centerville,us,light,900
10/11/2008,20:30,villa park/lombard,,changing,300
10/11/2008,22:20,albuquerque,us,fireball,120
10/11/2008,22:30,los angeles,us,triangle,30
10/11/2009,00:00,sedro woolley,,unknown,10
10/11/2009,02:45,deer park,us,other,10800
10/11/2009,04:00,crisfield,us,light,600
10/11/2009,04:45,st. john&#39s (canada),ca,flash,5
10/11/2009,09:45,plymouth,us,triangle,20
10/11/2009,12:30,glendale,us,egg,1200
10/11/2009,18:00,louisville,us,disk,120
10/11/2009,18:05,west palm beach,us,oval,3
10/11/2009,19:00,north smithfield,us,circle,15
10/11/2009,19:50,putnamville,us,flash,540
10/11/2009,21:55,madison,us,light,180
10/11/2010,00:30,redondo beach,us,other,1200
10/11/2010,04:00,moxee,,rectangle,1
10/11/2010,04:50,albany,us,oval,120
10/11/2010,06:20,west palm beach,us,sphere,2400
10/11/2010,12:30,orangevale,us,changing,2700
10/11/2010,19:40,cottage grove,us,light,240
10/11/2010,20:50,glendora,us,circle,60
10/11/2010,20:53,ramona,us,triangle,5
10/11/2010,21:35,union city,us,other,15
10/11/2010,23:20,clinton township,,fireball,15
10/11/2011,03:15,omaha,us,chevron,120
10/11/2011,08:40,henderson,us,other,180
10/11/2011,15:00,cedar city,us,light,8
10/11/2011,19:40,des moines,us,light,90
10/11/2011,19:42,new bedford,us,circle,1800
10/11/2011,21:00,monroe,us,,300
10/11/2011,21:10,holden beach,us,circle,30
10/11/2011,23:23,harrodsburg,us,unknown,480
10/11/2012,01:00,worcester,us,unknown,4
10/11/2012,02:45,watchung (was my perspective),us,sphere,3600
10/11/2012,04:00,tewksbury,us,light,2
10/11/2012,07:00,bablyon,,disk,120
10/11/2012,08:00,angola,us,cigar,7200
10/11/2012,19:30,arbutus,us,light,300
10/11/2012,19:30,forty fort,us,fireball,720
10/11/2012,19:45,saratoga springs,us,circle,300
10/11/2012,20:00,nanticoke,us,diamond,60
10/11/2012,20:30,las cruces,us,fireball,120
10/11/2012,20:42,ravensdale,us,triangle,10
10/11/2012,21:00,levittown,us,diamond,60
10/11/2012,21:01,phoenix,us,sphere,30
10/11/2012,22:15,blue island,us,circle,45
10/11/2013,01:00,saginaw,us,chevron,4
10/11/2013,03:00,hamilton (canada),ca,cylinder,3600
10/11/2013,06:13,ankeny,us,circle,120
10/11/2013,09:05,palm beach gardens,us,light,15
10/11/2013,16:01,pickering (canada),ca,circle,300
10/11/2013,16:35,kalamazoo,us,fireball,600
10/11/2013,19:00,lawrence,us,unknown,240
10/11/2013,19:20,north cincinnati,,fireball,600
10/11/2013,19:50,essex junction,us,light,60
10/11/2013,20:00,cincinnati,us,circle,300
10/11/2013,20:00,cincinnati,us,fireball,240
10/11/2013,20:00,naples,us,light,7200
10/11/2013,20:15,bonaie,,light,300
10/11/2013,20:15,cincinnati,us,fireball,60
10/11/2013,20:15,union,us,fireball,300
10/11/2013,20:20,hubbardston,us,fireball,60
10/11/2013,20:45,covington,us,light,300
10/11/2013,21:00,drexel,us,sphere,180
10/11/2013,21:00,fayetteville,us,chevron,90
10/11/2013,22:00,jupiter,us,light,900
10/11/2013,22:00,melbourne,us,sphere,300
10/11/2013,22:08,dresser,us,sphere,60
10/11/2013,22:10,lombard,us,formation,60
10/11/2013,22:18,windsor (canada),ca,light,300
10/11/2013,23:00,north canton,us,fireball,10
10/11/2013,23:15,pinckney,us,fireball,2
10/1/1950,11:00,pikeville,us,disk,600
10/1/1952,03:30,fukuoka (japan),,disk,1200
10/1/1952,12:00,kansas city,us,disk,90
10/1/1954,19:00,flatwoods,us,circle,60
10/1/1955,22:00,mono lake (area),,circle,5
10/1/1956,19:00,newport,us,rectangle,300
10/1/1957,16:00,nelchina (near),us,unknown,180
10/1/1957,21:00,paterson,us,disk,10
10/1/1957,22:00,northeast cape afs,,,900
10/1/1959,19:00,jacksonville,us,unknown,60
10/1/1961,03:00,toledo,us,sphere,180
10/1/1961,03:30,tulsa,us,disk,120
10/1/1961,19:00,nashville,us,disk,1800
10/1/1961,22:00,graham,us,triangle,30
10/1/1965,06:40,biloxi,us,other,900
10/1/1965,14:00,colonial heights,us,sphere,120
10/1/1965,21:00,dushore,us,disk,300
10/1/1966,19:00,edmonton (30 mi. east of&#44 hwy 16 east) (canada),ca,diamond,300
10/1/1966,20:00,buffalo,us,light,240
10/1/1966,22:00,anacortes,us,light,1200
10/1/1966,22:30,anamosa,us,unknown,60
10/1/1966,23:00,corvallis,us,disk,120
10/1/1967,02:00,chaffee,us,sphere,600
10/1/1967,13:00,greenville,us,circle,30
10/1/1967,19:00,hudson&#39s hope (canada),,sphere,120
10/1/1967,20:00,minneapolis,us,disk,10
10/1/1968,00:00,boston,us,cigar,1200
10/1/1968,20:00,kennebunkport,us,circle,600
10/1/1969,16:00,san francisco,us,oval,600
10/1/1970,00:00,viet nam,,light,600
10/1/1970,01:00,kingston (canada),ca,sphere,180
10/1/1970,16:00,new york city (brooklyn),us,disk,180
10/1/1970,17:30,bentonville,us,other,14400
10/1/1970,19:00,summit lake indian reservation,,oval,1500
10/1/1970,19:00,tampa,us,other,900
10/1/1970,21:00,new york city (brooklyn),us,disk,300
10/1/1970,23:00,indian ocean (usn vessel),,light,240
10/1/1971,22:00,pasadena,us,disk,180
10/1/1972,01:00,potwin,us,unknown,10800
10/1/1972,04:00,denton,us,unknown,600
10/1/1972,20:00,mosheim,us,disk,1800
10/1/1972,23:00,monroe,us,rectangle,900
10/1/1972,23:00,pickens/pumpkintown,,chevron,1800
10/1/1973,01:00,montezuma,us,sphere,900
10/1/1973,15:00,virginia beach,us,disk,1800
10/1/1973,20:00,bloomington,us,light,1200
10/1/1973,20:30,north st. paul,,triangle,120
10/1/1973,21:00,roseburg,us,cylinder,7200
10/1/1973,21:30,beatty,us,disk,7200
10/1/1973,21:30,hixson,us,oval,37800
10/1/1973,22:45,valley city,us,disk,300
10/1/1974,01:00,denton,us,unknown,600
10/1/1974,18:00,weirton,us,sphere,240
10/1/1974,20:00,ankara (turkey),,changing,300
10/1/1974,20:00,deerwood,us,unknown,2
10/1/1974,21:00,chester,us,light,600
10/1/1975,21:00,kincheloe air force base&#44 michigan,,triangle,15
10/1/1975,22:00,maricopa,us,changing,1200
10/1/1976,07:00,hartville,us,disk,120
10/1/1976,19:00,fairport,us,disk,600
10/1/1976,21:00,thonotosassa,us,disk,900
10/1/1977,01:00,iselton,,light,120
10/1/1977,19:00,fountain valley,us,other,360
10/1/1977,22:00,ferndale,us,other,60
10/1/1978,00:00,windsor,us,cone,300
10/1/1978,20:00,lecompte,us,disk,300
10/1/1978,23:15,francesville,us,cylinder,900
10/1/1979,16:00,lomita,us,disk,1200
10/1/1979,19:00,columbia,us,rectangle,120
10/1/1979,21:00,buffalo,us,light,10
10/1/1979,21:00,olympia,us,disk,7200
10/1/1979,21:00,pittsburgh,us,disk,300
10/1/1979,23:00,cranbury,us,light,240
10/1/1980,01:30,fremont,us,other,30
10/1/1980,20:00,mountainboro,us,fireball,20
10/1/1980,21:00,shirleysburg,us,formation,600
10/1/1980,22:00,jersey city,us,cigar,180
10/1/1981,20:00,hesperia,us,oval,2400
10/1/1981,20:00,mt. sterling,,disk,2400
10/1/1982,22:10,swartz creek,us,fireball,240
10/1/1983,17:00,birmingham (uk/england),gb,sphere,97836000
10/1/1983,20:00,ayer,us,unknown,20
10/1/1983,20:30,elizabeth township,,oval,720
10/1/1983,21:00,tarboro,us,disk,180
10/1/1984,01:00,waldport,us,light,600
10/1/1984,20:00,chatsworth,us,light,45
10/1/1984,21:00,acton,us,triangle,180
10/1/1985,00:00,brandon,us,triangle,900
10/1/1985,05:30,holton,us,light,240
10/1/1985,05:30,monroe,us,sphere,300
10/1/1985,21:30,jefferson,us,triangle,3600
10/1/1985,21:30,santa margarita/atascadero (between&#44 hwy 101),,other,120
10/1/1985,22:45,lawrence,us,sphere,300
10/1/1986,01:00,klamath falls,us,circle,2700
10/1/1986,22:00,n. ridgeville,,triangle,300
10/1/1986,22:00,wheeling,us,light,10
10/1/1987,01:00,west palm beach,us,,10
10/1/1987,19:00,victoria (canada),ca,sphere,900
10/1/1987,20:00,roseburg (7 miles northwest of),us,oval,1800
10/1/1987,21:00,alstead,us,fireball,1800
10/1/1987,23:00,louisburg,us,triangle,180
10/1/1989,16:00,mackay,us,disk,180
10/1/1989,18:00,winchester (near),us,oval,300
10/1/1989,20:00,jacksonville,us,circle,300
10/1/1989,20:00,pawling,us,oval,300
10/1/1989,21:30,carmichael,us,rectangle,10
