date,time,city,country,shape,duration (seconds)
4/12/2006,13:51,golden/ boulder (between;  2 mi. s. of rocky flats),,formation,300
4/12/2006,21:00,pensacola,us,triangle,1800
4/12/2006,22:15,arlington/dallas,,triangle,30
4/12/2006,23:45,east preston (uk/england),gb,light,120
4/12/2006,24:00,huntington park,us,changing,600
4/12/2007,00:00,manchester (uk/england),gb,sphere,1200
4/12/2007,05:36,birmingham (uk/england),gb,rectangle,5
4/12/2007,20:30,stayton,us,light,180
4/12/2007,20:45,colorado springs,us,triangle,30
4/12/2007,20:53,st. augustine,us,formation,12
4/12/2007,21:00,castro valley,us,triangle,21600
4/12/2007,21:00,madison,us,light,7200
4/12/2007,21:45,wheelersburg,us,light,600
4/12/2007,22:16,bremerton,us,circle,25
4/12/2007,22:47,calgary (canada),ca,egg,2
4/12/2007,23:00,herculaneum,us,disk,180
4/12/2008,00:15,orlando,us,light,120
4/12/2008,04:20,destin,us,triangle,15
4/12/2008,04:45,sonora,us,other,60
4/12/2008,20:15,lucerne,us,light,60
4/12/2008,20:55,spring,us,light,10
4/12/2008,21:00,stafford (uk/england),gb,unknown,60
4/12/2008,21:20,commack,us,light,1200
4/12/2008,21:30,pismo,,light,120
4/12/2008,22:00,seaton (uk/england),gb,light,420
4/12/2008,22:30,tampa,us,unknown,300
4/12/2008,22:40,vancouver (canada),ca,sphere,480
4/12/2008,22:50,portland,us,light,3
4/12/2008,22:51,waterford,us,chevron,10
4/12/2008,23:35,chesterfield (uk/england),gb,circle,360
4/12/2008,23:45,orlando,us,fireball,1200
4/12/2008,23:50,porter ranch,us,sphere,3600
4/12/2009,00:00,middlesbrough (uk/england),gb,triangle,600
4/12/2009,00:11,middlesbrough (uk/england),gb,circle,180
4/12/2009,01:00,edmonton (canada),ca,sphere,10
4/12/2009,09:30,los angeles,us,teardrop,420
4/12/2009,10:15,arcadia,us,cylinder,600
4/12/2009,19:00,beijing (china),,teardrop,1384
4/12/2009,20:50,manchester (uk/england),gb,circle,75.6
4/12/2010,00:00,camillus,us,cigar,600
4/12/2010,01:00,waxahachie,us,triangle,240
4/12/2010,21:30,sunset beach,us,circle,1200
4/12/2010,21:40,rutland,us,triangle,3
4/12/2010,22:00,salem,us,light,15
4/12/2011,03:00,louisville,us,sphere,10
4/12/2011,12:30,carrollton,us,sphere,172800
4/12/2011,14:30,montgomery/oswego,,cylinder,4
4/12/2011,19:00,new boston,us,unknown,900
4/12/2011,20:30,ruther glen,us,light,600
4/12/2011,21:55,minot,us,light,2
4/12/2011,22:00,brazil,us,unknown,14400
4/12/2011,22:00,rosamond,us,triangle,120
4/12/2011,23:00,brazil,us,sphere,120
4/12/2012,04:35,kennesaw,us,light,60
4/12/2012,06:52,owensboro,us,cylinder,40
4/12/2012,09:00,covina,us,chevron,180
4/12/2012,09:45,holmes beach,us,formation,600
4/12/2012,18:00,st. cloud,us,unknown,1800
4/12/2012,19:00,buffalo,us,other,180
4/12/2012,19:00,marion,us,unknown,300
4/12/2012,20:00,lakewood,us,fireball,2
4/12/2012,20:00,sacramento,us,circle,180
4/12/2012,20:05,mchenry,us,light,120
4/12/2012,20:15,norfolk,us,changing,1215
4/12/2012,21:00,dayton,us,circle,60
4/12/2012,21:00,palm springs,us,oval,120
4/12/2012,21:00,seal cove,us,sphere,60
4/12/2012,21:15,james island,,triangle,600
4/12/2012,21:20,coulee city,us,light,240
4/12/2012,21:20,lynchburg,us,sphere,30
4/12/2012,21:30,parma,us,fireball,180
4/12/2012,22:30,cardiff (vale of glamorgan)(uk/wales),gb,triangle,5
4/12/2013,00:00,augusta,us,circle,300
4/12/2013,03:00,boston,us,other,3600
4/12/2013,09:50,front royal,us,light,30
4/12/2013,11:10,newcastle (australia),au,formation,600
4/12/2013,13:00,fernley,us,triangle,300
4/12/2013,17:40,provo,us,circle,90
4/12/2013,20:00,sacramento,us,circle,180
4/12/2013,21:20,ruskin,us,oval,900
4/12/2013,21:28,provo,us,chevron,20
4/12/2013,22:21,warr acres,us,light,2
4/12/2013,22:30,colorado springs,us,other,30
4/12/2013,23:00,livermore,us,other,10800
4/12/2013,23:45,austin,us,light,1500
4/12/2014,00:00,keonjhar (india),,other,300
4/12/2014,00:00,riverbank,us,unknown,20
4/12/2014,00:50,kamloops (canada),ca,,900
4/12/2014,07:00,jackhorn,,,20
4/12/2014,10:00,simi valley,us,light,60
4/12/2014,18:40,medina,us,oval,60
4/12/2014,20:00,milton,us,light,60
4/12/2014,20:00,panama city beach,us,,900
4/12/2014,20:00,queen creek,us,fireball,5
4/12/2014,20:00,tucson,us,fireball,3
4/12/2014,20:10,chandler,us,fireball,5
4/12/2014,20:15,lenwood,us,other,60
4/12/2014,20:30,rio rancho,us,oval,30
4/12/2014,21:00,albuquerque,us,fireball,4
4/12/2014,21:05,centerville,us,sphere,90
4/12/2014,21:05,las cruces,us,fireball,5
4/12/2014,21:10,quincy,us,oval,1800
4/12/2014,21:15,uniontown,us,light,900
4/12/2014,21:21,cedar rapids,us,circle,300
4/12/2014,21:21,cedar rapids,us,disk,300
4/12/2014,21:30,las cruces,us,fireball,15
4/12/2014,21:30,richfield,us,circle,1290
4/12/2014,21:35,mokena,us,cigar,180
4/12/2014,22:00,milton (5 miles south of),us,,14400
4/12/2014,22:20,el paso,us,oval,120
4/12/2014,22:23,huntertown,us,circle,900
4/13/1979,02:00,jupiter,us,light,300
4/13/1991,23:45,pagosa springs,us,cigar,20
4/13/1992,01:00,ely,us,light,60
4/13/1993,18:30,san antonio,us,disk,600
4/13/1993,22:30,indianapolis,us,circle,900
4/13/1993,23:45,pagosa springs,us,cigar,30
4/13/1995,22:15,london (uk/england),gb,light,90
4/13/1995,23:07,west memphis,us,,5
4/13/1997,19:07,san diego,us,light,6
4/13/1998,07:00,binghamton,us,other,180
4/13/1999,01:00,beaverton (canada),ca,triangle,20
4/13/1999,20:50,poca (3.5 miles north of),us,sphere,600
4/13/1999,21:20,gardena,us,disk,120
4/13/1999,22:30,youngstown,us,oval,480
4/13/2000,05:30,antioch,us,light,1800
4/13/2000,20:00,waite park,us,light,30
4/13/2000,22:30,eugene,us,sphere,240
4/13/2000,22:30,pittsburgh,us,triangle,120
4/13/2001,00:00,rothschild,us,unknown,30
4/13/2001,00:00,rothschild,us,unknown,60
4/13/2001,04:00,mykonos (greece),,unknown,12
4/13/2001,13:00,baltimore,us,sphere,180
4/13/2001,13:00,capitola,us,triangle,300
4/13/2001,21:00,bentonville,us,unknown,3
4/13/2001,22:30,east lansing,us,formation,5
4/13/2001,22:30,kensington,us,cigar,900
4/13/2001,22:30,worcester,us,circle,300
4/13/2001,23:37,middlefield (on county line&#44 geauga/trumbull counties),us,light,180
4/13/2002,09:30,atenas (costa rica),,other,5
4/13/2002,10:00,tucson,us,sphere,300
4/13/2002,11:00,magna,us,sphere,1800
4/13/2002,12:20,muskego,us,circle,300
4/13/2002,21:45,green bay,us,other,5
4/13/2002,21:55,leicester (uk/england),gb,sphere,2100
4/13/2002,22:00,palm springs,us,formation,2100
4/13/2003,16:16,gresham/ wood village,,changing,600
4/13/2003,19:30,old town (indian island),us,changing,120
4/13/2003,21:00,greenville,us,unknown,60
4/13/2003,21:15,greenville,us,other,30
4/13/2003,21:15,meriwether county (greenville),us,other,25
4/13/2003,21:15,meriwether  county (rural),us,cylinder,30
4/13/2003,21:40,meriwether county (rural),us,other,25
4/13/2003,22:00,new york city,us,light,120
4/13/2003,23:30,santa maria,us,triangle,120
4/13/2003,24:00,san diego,us,unknown,1
4/13/2004,00:00,crockett,us,unknown,30
4/13/2004,05:00,cedar rapids,us,light,10
4/13/2005,00:30,lehigh acres,us,other,25
4/13/2005,05:22,lomita,us,circle,5
4/13/2005,13:00,las vegas (near),us,light,45
4/13/2005,14:15,somerset,us,cigar,120
4/13/2005,17:30,redmond,us,changing,420
4/13/2005,21:30,bentonville,us,light,1800
4/13/2005,21:30,katy,us,light,15
4/13/2005,21:45,greendale (sw suburb of milwaukee),us,light,15
4/13/2005,22:00,morgantown,us,unknown,3600
4/13/2005,22:53,spokane,us,sphere,1020
4/13/2006,03:24,hessel,us,cigar,420
4/13/2006,09:30,orlando,us,light,15
4/13/2006,14:00,mercer,us,light,1800
4/13/2006,20:30,denver,us,triangle,15
4/13/2006,22:00,fort worth,us,other,30
4/13/2006,22:00,jamestown,us,triangle,15
4/13/2007,01:01,delavan (near),us,light,10
4/13/2007,02:00,warwick,us,,5
4/13/2007,19:23,anaheim,us,light,60
4/13/2007,20:35,richmond,us,disk,600
4/13/2007,20:50,troutdale,us,sphere,15
4/13/2007,21:00,napili bay (maui),,rectangle,5
4/13/2008,03:00,seattle,us,oval,60
4/13/2008,04:30,bowling green,us,disk,3600
4/13/2008,10:54,sacramento,us,unknown,600
4/13/2008,15:00,salt lake,,light,900
4/13/2008,19:25,delhi (india),,other,60
4/13/2008,21:27,fair oak&#44 hampshire (uk/england),,disk,900
4/13/2008,22:00,lakewood,us,formation,60
4/13/2008,22:30,desert hot springs,us,light,30
4/13/2008,23:00,costa mesa,us,changing,7200
4/13/2009,07:30,grand rapids,us,sphere,2400
4/13/2009,14:00,san antonio,us,other,600
4/13/2009,20:00,stoke-on-trent (uk/england),gb,fireball,840
4/13/2009,22:00,franklin,us,light,259200
4/13/2009,22:50,shepherd,us,triangle,60
4/13/2009,23:15,aubrey,us,light,1800
4/13/2010,08:00,mont laurier (canada),,cigar,2400
4/13/2010,08:00,mont laurier (canada),,cigar,38
4/13/2010,08:30,aiken,us,triangle,30
4/13/2010,11:11,rutland,us,circle,172800
4/13/2010,16:15,pt. pleasant/southside (between),,other,120
4/13/2010,19:30,waterville,us,cigar,300
4/13/2010,21:00,northfield,us,unknown,120
4/13/2010,21:50,mahomet,us,triangle,900
4/13/2010,22:15,sunnyside,us,,15
4/13/2010,22:15,sunnyside,us,fireball,15
4/13/2010,22:30,hugo,us,sphere,60
4/13/2010,22:45,jersey city,us,light,3
4/13/2011,03:15,smryna,,disk,600
4/13/2011,10:30,akron,us,oval,1800
4/13/2011,14:53,laporte,us,cigar,60
4/13/2011,18:30,albany,us,sphere,25
4/13/2011,19:15,detroit,us,rectangle,1500
4/13/2011,20:45,kure beach,us,light,900
4/13/2011,21:40,augusta,us,,5
4/13/2011,22:30,fort payne,us,oval,1200
4/13/2012,20:00,vista point,,fireball,2
4/13/2012,20:26,st. amant,us,triangle,120
4/13/2012,20:30,bristol,us,sphere,3600
4/13/2012,22:00,huntertown,us,light,600
4/13/2012,22:05,auburn,us,unknown,5
4/13/2012,23:30,saint petersburg,us,formation,5
4/13/2013,05:25,webster city,us,light,120
4/13/2013,11:40,charlotte,us,rectangle,600
4/13/2013,11:45,nashville,us,changing,300
4/13/2013,15:45,nashville,us,other,900
4/13/2013,20:00,bourbonnais,us,fireball,1800
4/13/2013,20:15,norfolk,us,light,1200
4/13/2013,20:30,holmen,us,light,300
4/13/2013,21:00,kenmore,us,light,180
4/13/2013,21:05,kirton/boston (lincolnshire&#44 uk/england),,light,90
4/13/2013,21:45,garland,us,oval,600
4/13/2013,22:00,albuquerque,us,light,3600
4/13/2013,22:00,paragon,us,sphere,30
4/13/2013,22:23,carney,us,light,5
4/13/2013,22:30,wilbraham,us,fireball,75
4/13/2013,22:31,centreville,us,other,4
4/13/2013,23:00,edgewater,us,light,4
4/13/2013,23:00,los angeles,us,fireball,360
4/13/2013,23:14,new castle,us,formation,300
4/13/2013,23:30,chicago,us,,120
4/13/2013,23:30,winona,us,fireball,480
4/13/2014,00:00,high prairie (canada),ca,sphere,180
4/13/2014,00:24,sterling heights,us,unknown,60
4/13/2014,01:45,orlando,us,disk,240
4/13/2014,02:00,benson,us,formation,600
4/13/2014,02:00,fayetteville,us,fireball,10800
4/13/2014,03:15,encinitas,us,sphere,1800
4/13/2014,12:00,snoqualmie pass,us,triangle,60
4/13/2014,12:49,pine,us,unknown,3600
4/13/2014,21:00,huntsville,us,light,120
4/13/2014,21:00,merced,us,light,300
4/13/2014,21:00,roseville,us,triangle,900
4/13/2014,21:30,thornhill (canada),ca,disk,300
4/13/2014,22:30,new port richey,us,,7200
4/13/2014,23:22,hillsboro,us,unknown,2
4/14/1965,23:00,daytona beach,us,cigar,240
4/14/1966,22:30,geneva,us,disk,60
4/14/1967,22:30,westbury (long island),us,formation,1200
4/14/1971,20:00,dennis,us,unknown,10
4/14/1979,22:47,cheshire (uk/england,,sphere,180
4/14/1981,00:00,milwaukie,us,disk,30
4/14/1981,17:00,mohave desert,,other,30
4/14/1987,12:00,butler,us,other,45
4/14/1990,06:30,indianapolis,us,circle,900
4/14/1991,07:15,panchgani (india),,other,600
4/14/1993,21:00,creston,us,sphere,300
4/14/1996,02:05,st. cloud,us,,60
4/14/1996,02:10,wyoming,us,,45
4/14/1996,03:10,petoskey,us,,60
4/14/1996,03:10,st. ignace,us,,300
4/14/1996,22:00,st. johns,us,,2
4/14/1996,24:00,luck,us,,60
4/14/1997,02:15,edison,us,triangle,50
4/14/1997,18:00,big bear city,us,oval,60
4/14/1998,03:20,spokane,us,light,120
4/14/1998,13:19,vienna,us,changing,420
4/14/1998,21:30,texico,us,other,300
4/14/1999,00:00,oglesby,us,light,240
4/14/1999,00:10,oak ridge,us,oval,120
4/14/1999,00:45,houston,us,chevron,10
4/14/1999,20:15,new york city (brooklyn),us,light,3
4/14/1999,20:25,milford/milton (between; heading parallel to rout..),,circle,3
4/14/1999,20:30,oakton,us,fireball,5
4/14/1999,22:00,maharepa&#44 moorea (french polynesia),,formation,15
4/14/1999,22:20,pomona/laverne,,sphere,480
4/14/1999,22:30,washington&#44 d.c.,,fireball,15
4/14/1999,23:45,marathon key,,triangle,5
4/14/2000,03:00,san luis obispo,us,oval,60
4/14/2000,03:27,newfields,us,unknown,240
4/14/2000,21:00,east killingly,us,disk,600
4/14/2000,21:45,new haven,us,,5
4/14/2001,00:30,meridian,us,fireball,120
4/14/2001,02:30,reading,us,oval,30
4/14/2001,16:30,tempe,us,circle,600
4/14/2001,16:30,tempe,us,disk,600
4/14/2001,21:45,brick,,triangle,20
4/14/2001,22:15,gaylord,us,oval,3
4/14/2001,22:30,long beach,us,circle,180
4/14/2002,03:00,las vegas,us,changing,1200
4/14/2002,20:00,peoria,us,light,2700
4/14/2002,20:40,tweed heads (australia),au,other,300
4/14/2002,20:59,ville de la baie (canada),,formation,30
4/14/2002,22:22,invercargill (new zealand),,unknown,12
4/14/2003,16:00,cedar rapids,us,oval,180
4/14/2003,16:00,cedar rapids,us,oval,180
4/14/2003,23:20,houston (canada),ca,light,6
4/14/2004,00:30,merced,us,triangle,180
4/14/2004,03:00,barnegat,,,300
4/14/2004,19:30,moncton and surrounding area (canada),,triangle,300
4/14/2004,20:30,dana poinr,,triangle,5
4/14/2004,20:30,west plains,,triangle,600
4/14/2004,21:00,ft branch,us,light,300
4/14/2004,22:00,murray,us,triangle,120
4/14/2004,22:00,sherman,us,rectangle,10
4/14/2004,22:00,sherman,us,rectangle,25
4/14/2004,23:00,calgary (canada),ca,light,2
4/14/2005,05:00,york,us,disk,30
4/14/2005,11:56,iowa city,us,fireball,10
4/14/2005,16:30,sunbury (inflight; location unknown,,egg,10
4/14/2005,19:30,nottingham (uk/england),gb,unknown,900
4/14/2005,20:30,east greenwich,us,triangle,120
4/14/2005,20:30,waterford,us,light,10
4/14/2005,20:52,st. louis (jennings),us,circle,30
4/14/2005,21:30,beaver dam,us,light,10
4/14/2005,22:00,guelph (canada),ca,triangle,10
4/14/2005,22:00,hayward,us,triangle,20
4/14/2005,22:00,mcdonough,us,changing,3600
4/14/2005,23:00,jasper,us,changing,2700
4/14/2005,23:30,phoenix,us,cigar,300
4/14/2005,23:49,phoenix,us,light,8
4/14/2006,00:18,howell,,disk,600
4/14/2006,00:45,london (uk/england),gb,sphere,5
4/14/2006,18:04,camberley (uk/england),gb,teardrop,120
4/14/2006,19:15,naperville,us,sphere,60
4/14/2006,19:22,el paso,us,other,600
4/14/2006,20:00,la quinta,us,light,60
4/14/2006,20:00,shoreline (seattle),us,egg,5
4/14/2007,00:00,hanover,us,light,20
4/14/2007,00:30,perth (australia),au,triangle,1200
4/14/2007,02:00,london (uk/england),gb,rectangle,3600
4/14/2007,11:00,annapolis,us,sphere,20
4/14/2007,15:20,tucson,us,sphere,420
4/14/2007,15:45,big stone gap,us,flash,1
4/14/2007,19:15,castroville,us,triangle,600
4/14/2007,21:00,elma,us,circle,1380
4/14/2007,21:00,orlando,us,unknown,300
4/14/2007,21:30,bakersfield,us,light,2400
4/14/2007,22:00,raleigh,us,triangle,7
4/14/2007,22:30,cumberland house (canada),ca,light,600
4/14/2007,22:40,grand forks,us,light,10
4/14/2007,23:07,duiven (netherlands),,oval,2
4/14/2007,23:15,muskegon,us,unknown,60
4/14/2007,23:30,raleigh,us,triangle,4
4/14/2007,23:48,orlando,us,oval,35
4/14/2008,03:20,orlando,us,fireball,240
4/14/2008,03:58,chapel hill,us,fireball,2
4/14/2008,11:00,vero beach,us,cigar,180
4/14/2008,12:10,mchenry,us,changing,60
4/14/2008,13:00,plymouth,us,sphere,2
4/14/2008,13:30,fairview,us,other,600
4/14/2008,18:00,minneapolis,us,light,900
4/14/2008,20:45,oro valley,us,circle,3
4/14/2008,21:00,cameron,us,teardrop,3600
4/14/2008,21:00,miami,us,light,240
4/14/2008,21:23,akron,us,sphere,4
4/14/2008,21:30,rock hill,us,unknown,5
4/14/2008,22:40,oberlin,us,formation,1800
4/14/2008,23:00,tel aviv israel),,rectangle,4
4/14/2009,21:00,kansas city,us,oval,10
4/14/2010,02:30,east wenatchee,us,triangle,300
4/14/2010,06:30,andover,us,cylinder,20
4/14/2010,09:50,auburn,us,changing,55
4/14/2010,13:45,bowling green,us,fireball,5400
4/14/2010,17:08,boston (uk/england),gb,sphere,20
4/14/2010,20:00,paparoa (new zealand),,light,14400
4/14/2010,20:55,kent,us,other,180
4/14/2010,21:00,centerton,us,light,1200
4/14/2010,21:00,santa cruz,us,diamond,240
4/14/2010,21:59,remington (near),us,fireball,7
4/14/2010,22:00,auburn,us,changing,60
4/14/2010,22:00,rochester,us,sphere,10
4/14/2010,22:03,coralville,us,fireball,30
4/14/2010,22:04,moline,us,circle,38
4/14/2010,22:05,lamoni,us,fireball,10
4/14/2010,22:06,onalaska,us,flash,20
4/14/2010,22:08,festus,us,circle,60
4/14/2010,22:10,ogdensburg,us,fireball,10
4/14/2010,22:12,iowa (unspecified location),,unknown,30
4/14/2010,22:15,hiawatha,us,fireball,10
4/14/2010,22:20,sunrise,us,light,2400
4/14/2010,23:00,akron,us,oval,60
4/14/2011,03:08,falls church,us,light,15
4/14/2011,04:40,goodyear,us,triangle,300
4/14/2011,04:50,lake havasu city,us,sphere,120
4/14/2011,08:45,carrollton,us,oval,120
4/14/2011,17:00,janesville,us,unknown,7200
4/14/2011,20:00,lake havasu city,us,other,60
4/14/2011,20:00,richmond,us,disk,60
4/14/2011,21:00,banning,us,fireball,30
4/14/2011,21:00,bethalto,us,triangle,120
4/14/2011,21:00,egg harbor township,,triangle,60
4/14/2011,21:00,la puente,us,light,120
4/14/2011,21:15,whitby (canada),ca,light,10
4/14/2011,21:20,solana beach,us,chevron,20
4/14/2011,21:25,valley acres,us,fireball,300
4/14/2011,21:25,valley acres,us,fireball,300
4/14/2011,21:25,visalia,us,unknown,420
4/14/2011,21:26,santa barbara,us,changing,240
4/14/2011,21:30,desert hot springs,us,fireball,30
4/14/2011,21:30,rosamond,us,cylinder,180
4/14/2011,21:30,san diego,us,chevron,60
4/14/2011,21:39,federal way/redondo,,triangle,120
4/14/2011,22:15,leven (uk/england),gb,unknown,45
4/14/2011,23:00,port angeles,us,sphere,600
4/14/2011,23:37,clayton,us,light,5
4/14/2012,01:47,portland,us,unknown,60
4/14/2012,06:00,belcourt,us,circle,300
4/14/2012,11:15,wyoming,us,sphere,120
4/14/2012,19:00,lake villa,us,circle,60
4/14/2012,19:00,mccaysville,us,light,300
4/14/2012,19:30,bongaigaon (assam) (india),,circle,60
4/14/2012,20:00,amarillo,us,circle,30
4/14/2012,21:15,lake havasu city,us,oval,5
4/14/2012,21:30,ben lomond,us,fireball,60
4/14/2012,21:50,harlan,us,triangle,300
4/14/2012,22:00,spokane valley,us,light,180
4/14/2012,23:15,north wilkesboro,us,light,300
4/14/2013,00:00,harrison twp.,,sphere,300
4/14/2013,00:00,kingston,us,circle,10
4/14/2013,00:30,new castle,us,light,3600
4/14/2013,04:15,hayes,us,light,3600
4/14/2013,11:30,norwalk,us,other,240
4/14/2013,20:00,imperial beach,us,fireball,1200
4/14/2013,20:00,oak forest,us,light,900
4/14/2013,20:07,rockledge,us,sphere,420
4/14/2013,20:30,wasaga beach (canada),ca,unknown,14400
4/14/2013,20:45,oaks,us,circle,4
4/14/2013,20:53,hudson falls,us,unknown,3
4/14/2013,20:57,oxford,us,formation,600
4/14/2013,21:35,colorado springs,us,unknown,90
4/14/2013,22:30,arlington,us,cylinder,420
4/14/2013,22:30,port alberni (canada),ca,light,240
4/14/2014,12:50,manalapan,us,cylinder,20
4/14/2014,19:00,ashe fork,,light,2
4/14/2014,20:00,las vegas,us,other,300
4/14/2014,20:00,west hollywood,us,light,45
4/14/2014,20:24,plantation,us,sphere,240
4/14/2014,20:40,sun lakes,us,light,300
4/14/2014,21:00,conway,us,rectangle,2
4/14/2014,22:00,clover,us,other,600
4/14/2014,22:00,eden,us,light,1800
4/14/2014,22:00,parkville,us,unknown,120
4/14/2014,22:45,wasilla,us,triangle,60
4/14/2014,23:00,burlington,us,formation,60
4/14/2014,23:00,spencer,us,rectangle,15
4/14/2014,23:00,vancouver,us,changing,600
4/14/2014,23:45,banning,us,cylinder,10
4/15/1944,17:00,saanich (canada),,disk,120
4/15/1947,14:00,miami (north of),us,other,420
4/15/1947,23:00,san deigo,,triangle,10
4/15/1950,08:00,arkansas (eastern; on us hwy 70 abt 75 m w/o memphis&#44 tn),,disk,180
4/15/1950,14:00,waynesborough,,disk,300
4/15/1952,13:00,chicago,us,disk,2700
4/15/1952,16:00,greenville,us,triangle,120
4/15/1953,12:00,los angeles,us,fireball,5
4/15/1953,16:00,midwest city,us,fireball,900
4/15/1959,21:00,mendham,us,disk,300
4/15/1961,21:00,altus,us,circle,1200
4/15/1963,19:30,lompoc/vandenberg afb,,disk,300
4/15/1964,19:00,valley station,us,other,420
4/15/1964,20:30,bancroft,us,light,1200
4/15/1964,22:00,seattle (80miles west of),us,disk,1200
4/15/1966,13:30,interior (near),us,disk,900
4/15/1966,18:50,hingham,us,oval,30
4/15/1967,18:00,el paso,us,chevron,900
4/15/1967,22:00,north hollywood,us,formation,180
4/15/1968,02:00,overton,us,oval,180
4/15/1968,18:30,las vegas,us,sphere,30
4/15/1968,23:30,silver city (near),us,circle,60
4/15/1970,03:00,interstate 40,,light,300
4/15/1970,21:30,east aurora,us,egg,300
4/15/1971,15:30,burlington,us,circle,30
4/15/1971,21:00,thomasville,us,disk,900
4/15/1973,11:00,goose creek,us,circle,180
4/15/1973,15:00,mayfield,us,cigar,30
4/15/1973,18:30,glenolden,us,oval,300
4/15/1973,21:30,cold lake (canada),ca,light,10800
4/15/1974,22:00,santa ana,us,sphere,60
4/15/1974,22:00,ventura,us,circle,240
4/15/1974,22:00,wooster,us,sphere,600
4/15/1974,23:00,dexter,us,disk,600
4/15/1975,00:00,florida (central),,sphere,300
4/15/1975,02:00,onalaska,us,disk,120
4/15/1975,02:00,tifton,us,sphere,15
4/15/1975,24:00,huntsville,us,light,7200
4/15/1976,01:30,riverside,us,teardrop,600
4/15/1976,13:30,americus,us,rectangle,20
4/15/1976,20:30,winchester,us,disk,300
4/15/1977,05:00,hattiesburg,us,cigar,45
4/15/1977,17:00,hattiesburg,us,cigar,45
4/15/1977,21:00,phoenix,us,cigar,120
4/15/1977,23:00,clearence center,,oval,300
4/15/1978,13:00,pleasant hill,us,unknown,60
4/15/1978,13:00,richardson,us,other,120
4/15/1978,18:00,albuquerque,us,disk,120
4/15/1979,03:00,jacksonville,us,other,1800
4/15/1979,08:00,monterey,us,rectangle,300
4/15/1979,10:00,kenton,us,formation,60
4/15/1979,21:00,lexington,us,triangle,480
4/15/1979,22:50,north brunswick (over),,circle,3600
4/15/1981,15:00,burbank,us,sphere,1200
4/15/1983,12:00,katonah,us,sphere,30
4/15/1983,13:30,new orleans,us,oval,3
4/15/1983,21:00,brisbane (qld&#44 australia),au,changing,37800
4/15/1983,21:00,matsqui (canada),,cigar,1200
4/15/1983,21:00,rincon (puerto rico),us,circle,60
4/15/1984,02:00,lake worth,us,disk,7200
4/15/1984,21:00,yelvington,us,triangle,3000
4/15/1985,21:30,nova,us,triangle,600
4/15/1985,22:00,granville summit (west franklin),us,disk,420
4/15/1986,00:30,julian (near; bordering cuyamaca forest state preserve),us,other,420
4/15/1986,15:00,lubbock,us,other,300
4/15/1986,17:00,hayward,us,disk,600
4/15/1986,21:50,lafayette,us,light,60
4/15/1987,02:00,huntingdon (canada),ca,other,240
4/15/1987,05:00,perth (australia),au,sphere,5
4/15/1987,16:00,seal rock,us,sphere,2
4/15/1988,07:00,wasilla,us,disk,180
4/15/1988,14:00,bremerton,us,disk,20
4/15/1988,19:00,yuma/tacna,,other,1800
4/15/1989,03:30,idaho falls,us,rectangle,600
4/15/1990,00:05,knoxville,us,other,35
4/15/1990,01:30,charlottesville,us,other,300
4/15/1990,22:00,thornwood,us,light,300
4/15/1991,00:00,scott a.f.b.,,triangle,240
4/15/1991,10:00,moab,us,diamond,60
4/15/1991,18:15,greenwood,us,oval,60
4/15/1991,22:00,malad/downy,,circle,10
4/15/1991,23:00,placerville,us,light,2
4/15/1992,14:00,portsmouth,us,disk,1200
4/15/1992,19:30,midlothian,us,egg,120
4/15/1992,22:00,landers,us,fireball,3600
4/15/1992,22:00,neosho,us,unknown,60
4/15/1993,03:00,virginia beach,us,circle,60
4/15/1993,24:00,london (uk/england),gb,disk,1200
4/15/1994,21:00,elkton,us,other,180
4/15/1994,22:00,brooksville (withlacoochie forest),us,chevron,1200
4/15/1994,23:00,prescott,us,rectangle,180
4/15/1995,12:00,austin,us,other,10
4/15/1995,19:30,earlville,us,,30
4/15/1995,22:00,asheville,us,triangle,900
4/15/1995,22:00,gilbert,us,unknown,60
4/15/1995,22:00,pinehurst,us,triangle,30
4/15/1995,23:30,kilgore,us,circle,3600
4/15/1996,00:30,gretna,us,sphere,90
4/15/1996,05:11,long beach,us,fireball,1.5
4/15/1996,05:13,bakersfield,us,,4
4/15/1996,05:13,bakersfield,us,,4
4/15/1996,05:13,campbell,us,,4
4/15/1996,14:00,lacoochee,us,fireball,3
4/15/1996,14:00,monrovia,us,chevron,900
4/15/1996,21:00,big stone gap,us,light,240
4/15/1996,21:00,los angeles,us,other,60
4/15/1996,21:00,salmon arm (shushuap) (canada),ca,fireball,300
4/15/1996,21:30,perth (australia),au,triangle,600
4/15/1996,23:00,kelso,us,cylinder,120
4/15/1997,01:00,white mountains,,other,7200
4/15/1997,01:30,fullerton,us,changing,1800
4/15/1997,02:30,plainwell,us,diamond,300
4/15/1997,05:40,atwater,us,unknown,600
4/15/1997,10:00,hawthorne,us,light,2
4/15/1997,13:00,south point,us,egg,600
4/15/1997,22:00,charlotte,us,unknown,10
4/15/1997,22:00,lincoln,us,sphere,1200
4/15/1997,22:30,bakersfield,us,light,2
4/15/1997,22:30,harrisburg (area),us,formation,1200
4/15/1997,22:45,coolidge/casa grande (between),,light,600
4/15/1998,02:30,abbotsford (canada),ca,disk,2
4/15/1998,03:30,ashland (outside douglas co.),us,fireball,1800
4/15/1998,07:45,catawba,us,triangle,15
4/15/1998,08:00,passaic,us,other,10
4/15/1998,08:20,baraboo,us,sphere,30
4/15/1998,09:00,south zanesville,us,light,300
